STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2012,,72.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2013,,71.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2014,,70.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2015,,72.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2016,,71.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2017,,72.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2018,,73.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2019,,71.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2020,,73.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,ITA,Italy,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2021,,70.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2012,,96,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2013,,94.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2014,,95,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2015,,94.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2016,,94.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2017,,94.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2018,,94.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2019,,94,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2020,,94,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2021,,94.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2022,,95.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2012,,55.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2013,,57.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2014,,60.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2015,,60.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2016,,65,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2017,,60.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2018,,59.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2019,,57.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2020,,54.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2021,,55.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2012,,94.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2013,,95.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2014,,93.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2015,,93.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2016,,95.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2017,,97.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2018,,98.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2019,,97.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2020,,98.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2012,,86.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2013,,86,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2014,,84,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2015,,84,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2016,,84,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2017,,83.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2018,,85.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,82.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2020,,82.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2021,,81.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2022,,82.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2012,,98.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2013,,99.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2014,,99.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2015,,99.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2016,,99,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2017,,98.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2018,,98.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,99.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2020,,98.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,KOR,Korea,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2021,,98.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2012,,61.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2013,,70.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2014,,66.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,NZL,New Zealand,A,Annual,FRS,Fruits supply,_T,Total,_T,Total,KG_PS_Y,Kilogrammes per person per year,_Z,Not applicable,2015,,65.7,,A,Normal value,0,Units,,
